0.0097243209704952,0.0602660054420992,0.19222434157609,0.0264092604733103,0.423259526174757,0.0404735535627917,-99,0.0776688705028222,0.0699853651139843,-99,0.113856929439567,-99,0.349380827737683,0.0349994166579003,0.215976676818714,0.00409617390720363,0.097421111394227,0.133580299552723,0.434128045784902,0.29708942603552,0.0521440563834072,0.211065678827856,0.205948484108619,0.0607710151987395,0.147109144096609,-99,0.17573630602153,0.372093631201903,0.00267696356040516,0.183824331774049,0.253911844983626,0.0391776491384263,0.120426732589564,-99,-99,-99,-99,-99,-99,-99,0.552671355357525,-99,-99,-99,-99,-99,-99,-99,0.119714614775595,-99,0.566746772833576,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.00769265792626813,-99,0.0350906009746073,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.0159315082751234,0.0175430746708571,0.0655252666341497,-99,0.124205258822506,-99,0.065884378374152,-99,-99,0.206376470354884,0.234490184516298,-99,0.323868329474768,-99,0.0229906708416651,-99,-99,0.0230540356152051,0.0874870866544904,-99,0.138110049188831,0.130574655036961,0.182946304044055
0.164719457320436,0.0278567799706543,0.19138538009432,0.136237591236018,-99,0.499925475664217,-99,0.109462539856192,0.936889632615488,0.253306361555139,0.104140633409292,-99,0.278182559505959,0.0806057745303,-99,0.106826133014538,-99,0.0294071443091552,0.43439967598604,0.364202311262486,0.108407712718212,9.87314237771865e-05,0.213703004568098,0.00494078444267232,0.176551984219239,0.0164919844871844,0.247876807542156,0.335600918504905,0.0790390162735511,0.0929333322715626,-99,0.124324029197646,0.041163359868477,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.413458529476558,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.172085078330061,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.342145199963562,0.107208545485299,-99,0.409384211548202,-99,-99,0.114786024806752,0.134139855489538,-99,0.0697849546864033,0.180940738159923,0.0201343701434211,0.169181660230241,0.00849067046839326,-99,0.0211187060954131,-99,-99,-99,0.0182162038234787,-99,-99,0.0687926003198256,-99,-99,0.0280836250529272,0.128883886962075,0.0770609342024013,-99,-99,0.137902232331797,0.049187374548828,-99
0.046341814631983,0.0840605544527343,0.435346276844415,0.0128630181513087,-99,0.103646327647209,0.565620385541325,-99,0.014412833145674,0.0961307369297234,0.00223994405443319,0.029697199009485,0.0106012333923798,0.185829871269671,0.143994288897871,0.227969080878275,0.236412359096355,0.00580609564577121,0.0721878289646084,0.000143413918477344,-99,-99,0.0137743799696927,-99,0.497291397654962,0.215329617738061,-99,0.455239379636912,0.375814145828335,-99,0.0347838340797799,0.170800527579876,-99,-99,0.55571631778624,0.190961082164441,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.457837485904631,-99,-99,0.439209921159284,0.0241651621600423,0.271056582537214,-99,-99,-99,-99,-99,-99,-99,0.0858778335867411,-99,-99,-99,-99,-99,0.168203515589635,0.0230591298655048,-99,0.352571068499777,0.0242969746547877,0.127943863068104,0.598001269286028,0.0983369844458006,-99,-99,-99,0.541766791958669,-99,-99,0.109922113509075,-99,-99,0.189918957643391,-99,-99,-99,-99,0.0336342659504003,-99,-99,-99,-99
0.247687292336568,0.0488982235071178,0.282272872905654,0.0863991578949138,0.286187112164608,-99,0.0422625778085462,0.171113254375673,0.0119639375877053,0.0832244397550574,0.138391994310429,-99,0.0257889316466629,0.0287611496720705,0.188652830622073,0.324463128688299,0.290724062433727,-99,0.0655227557531843,0.45592962092828,0.23666810574059,0.142135206032674,-99,0.0228189617623497,0.257063029090368,0.073960899443673,0.183586762855518,-99,0.00146333439380246,0.0341376739244219,-99,0.179046896858645,0.156116300667835,-99,-99,-99,-99,-99,-99,0.0426968613969623,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.241088923418733,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.140686159647605,0.0724292629684308,0.0256604639175275,-99,-99,0.281186630474136,-99,-99,-99,-99,0.330273221112487,0.153035254685191,0.26904628039943,-99,0.0711318681006016,-99,0.0917662600300116,-99,-99,0.178624942819078,-99,0.105771158099159,0.0542410182811581,-99,0.0822421279500064,0.256523993636974,-99,0.155974854386086,0,0.176482686772374,-99
-99,0.147221318416576,0.235972078026452,0.0422131200994781,-99,0.0195467841272488,0.0181863024685999,0.0292975809925394,0.26715235639839,-99,0.203301956311762,-99,-99,0.590665153680619,0.142436300605508,0.431782287846824,0.15836424294881,0.0544921608821364,0.181385033148787,0.40751368597883,0.0675501398128722,0.11073601079922,0.279617814844272,0.0512137836075583,0.21976620718683,0.127337329971302,0.249274413987017,0.0357056654411555,-99,0.010361249687442,0.163299558058249,0.195710389325793,0.203421693068116,-99,-99,0.0807149512807363,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.50821011893978,-99,0.11629385061037,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.156720113902648,-99,-99,-99,-99,0.0123138816114579,0.0962316355383267,0.114885834043671,0.0602017585682077,0.101473822519122,-99,0.326846571592507,0.174237358408212,0.348772697205981,-99,0.0994170071267344,-99,0.161834181692499,-99,0.299992050643359,0.176414203246814,0.0533953651428335,0.326895661450015,-99,0.617834508916749,0.118028563313532,0.254842084262477,-99,-99,0.106856065675272,0.134002219821251,-99,0.38349489131096
0.0289664482323849,0.139401859347555,0.478599360048188,-99,0.11596875829502,0.0872298672137139,0.234706101496069,0.046034893772929,0.0659803321659803,-99,0.0135688546327875,0.0731138531257058,0.140872506638316,0.407245869906037,0.168057713698734,0.0669062343432593,0.10628970670745,0.0610777605837037,-99,-99,9.43553310668024e-06,0.0359910126123901,0.0557888304153929,0.00408998126357865,0.536613623040326,0.0254095118418687,-99,0.149560333562618,-99,-99,0.0119539534071293,0.227403892760458,0.201089072571595,-99,-99,-99,-99,-99,0.235367555627406,-99,-99,-99,-99,0.455656776130366,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.314477903441376,-99,-99,-99,-99,-99,-99,-99,0.114146515442993,-99,0.316939121892945,0.138323324771297,0.0183508539319419,-99,-99,-99,0.0677959971944601,-99,0.355372669136356,0.183387317519888,0.165079682984467,-99,0.0537551765920531,-99,0.0257080167547471,-99,-99,0.731340306239591,0.0418104128413447,0.264653754014617,-99,0.0861647685563663,0.0802783434229763,0.231382468520766,-99,-99,0.630790586050961,-99,0.112789029233234,-99
0.055656957527749,-99,0.0166567026807623,0.227765554971841,0.0730866477736251,0.238957732439214,0.00709813733884727,0.0882090512234644,-99,0.124310426244565,0.0787389532087044,0.308429602088732,-99,-99,-99,0.0449618545227619,0.0410431374899127,0.22346322948332,0.0129745565135357,0.221468031433613,0.249401555817895,0.0031997304392752,-99,0.224129327583891,0.509008351578095,-99,0.137699494872123,-99,0.0589191950890691,0.197629249919437,0.0381292999016815,0.0884732629161317,0.471390392044256,-99,-99,-99,-99,-99,-99,-99,0.22975910075701,-99,-99,-99,-99,-99,0.0827851950482324,-99,-99,-99,-99,0.0842905610178087,-99,-99,-99,-99,-99,0.291921830801506,-99,0.637866775311127,-99,-99,-99,-99,-99,-99,0.0947861725871784,0.0510727749236555,0.0327465461673931,-99,-99,-99,-99,-99,0.262580214597656,0.452063287108691,0.0572820403322821,-99,0.224307873151202,0.340921263685616,-99,0.35622534028115,-99,0.00641092211506144,0.0604618795290627,-99,-99,0.0734608084771509,-99,0.450968746197748,0.100844887763933,0.158582056159348,0.0618058055884366,0.0468968445969466,0.024303659255921,0.147741715190923,-99,-99,0.146843025465719
0.105903398142992,0.0639392240939206,0.366268802686447,0.0536978351101884,0.0660509575317853,0.0104557574072562,-99,0.052652246112644,0.188900008512455,-99,0.0285664448016376,0.0915352475884109,0.205907317908491,0.0245284487075037,0.334048297401061,-99,0.0979339021878742,0.0989407469263372,0.192915499916926,0.1302886696048,0.605578684970761,0.0135892331926521,0.0802403611598527,0.07664734968664,0.00573832883212305,0.0295394094624678,0.0378101403093516,0.219744259486098,-99,0.147109545020374,0.234120264669748,0.0130103746978005,0.187982621910395,-99,-99,-99,0.978322108764623,-99,-99,-99,-99,-99,0.298044892156765,0.373740118916147,-99,0.0262592220171323,-99,-99,-99,-99,-99,-99,-99,0.130766432084624,-99,-99,-99,-99,0.0715179872424664,0.085455454688782,-99,-99,0.320820043454308,0.166298883465976,-99,-99,-99,-99,0.0638532321027853,-99,0.0861220857639189,0.0204240593866882,-99,0.257200145897133,-99,-99,0.280652058593165,-99,-99,0.0107757188809873,-99,-99,-99,-99,-99,-99,0.155953807988507,-99,0.00991963527240971,-99,0.0234241793006184,0.0233352113867655,0.0436388120297508,0.155432789596176,-99,0.094051060967085,0.148322077870304,0.433203725764082,0.0577776104638403
0.0282378021348869,0.20187108607559,0.135591681601444,0.1120357831936,0.230085579272376,0.0322119872866699,0.0633353948955205,0.0853185049223061,0.115019438700503,0.0383111760230111,-99,0.00130695618787398,0.126908593115551,0.275181656650623,-99,-99,-99,0.288265872696943,0.00081131452959017,0.0436674481838023,0.0810215329162059,-99,0.224692991595194,0.0572177115569194,0.0664266914628146,0.0782416656685134,-99,0.405695586617992,0.163867316991625,0.154606238214623,-99,0.0942767245166306,0.0177269179493895,-99,0.166709563901632,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.0198565250584332,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.636731755474037,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.152915196014641,0.0662483898634697,0.306172972101863,-99,0.569033594443598,0.0123122689457993,0.0204484838956236,-99,0.330462488420338,-99,-99,-99,-99,0.166105008104705,-99,0.141793880069717,-99,-99,-99,-99,-99,0.445972349688891,-99,0.387677507313531,0.11628334417348,-99,-99,0.0210941615230553,0.0250927674220935,0.0411447531572966,0.0303636485917746,0.112508283836223
0.229394886501372,0.0950647617516732,-99,-99,0.0736770369513688,0.12608406750982,0.0616638581220273,0.108675608554479,0.149101875949718,0.133739716941268,0.162471196805346,0.00877700003859977,0.00634272808224707,0.0321553607738164,0.156695530889789,0.0423136478273327,-99,0.0917930624254656,0.0889256426147146,-99,0.147209326914322,0.119958046319031,0.258477920101795,0.0241244244590985,0.1348715863849,0.249641094721058,0.102200882183336,0.396298192213466,0.154075997606376,0.00658173316583097,0.122577446538914,0.222917688180059,0.46684365767731,-99,0.0356695391184654,-99,0.368837493503912,-99,-99,-99,-99,-99,0.0854512417151295,-99,0.501083596380456,-99,-99,-99,0.569382216485369,-99,-99,-99,-99,-99,0.430499097677838,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.187116971260024,0.082757666042207,-99,0.0925412343044111,0.426693906002006,-99,0.118574032233022,-99,-99,0.0622677669030328,0.242969425712801,0.00355128431464921,-99,-99,0.0508570244585618,0.00037558580757638,-99,0.0378368756946298,0.20312748814686,-99,0.0146645229653237,-99,-99,0.0359895966837381,0.104351964927411,0.0946921706136154,0.129247203646175,0.349402007268337,0.132924946743258,0.0265925777600948,-99,-99,-99,-99
